Hyperesthesia,"Edema, Cardiac",17
Hyperesthesia,Pruritus,145
Hyperesthesia,Unconsciousness,127
Hyperesthesia,"Vomiting, Anticipatory",4
Hyperesthesia,Back Pain,201
Hyperesthesia,"Dyspnea, Paroxysmal",19
Hyperesthesia,"Jaundice, Obstructive",37
Hyperesthesia,Vocal Cord Paralysis,100
Hyperesthesia,Anisocoria,32
Hyperesthesia,Amnesia,82
Hyperesthesia,"Aging, Premature",26
Hyperesthesia,Purpura Fulminans,9
Hyperesthesia,"Hearing Loss, Unilateral",20
Hyperesthesia,Jaundice,99
Hyperesthesia,Tinea Pedis,25
Hyperesthesia,Waterhouse-Friderichsen Syndrome,15
Hyperesthesia,Cheyne-Stokes Respiration,25
Hyperesthesia,Susac Syndrome,1
Hyperesthesia,Muscle Spasticity,139
Hyperesthesia,Hyperemesis Gravidarum,39
Hyperesthesia,Psychomotor Disorders,126
Hyperesthesia,"Supranuclear Palsy, Progressive",31
Hyperesthesia,Muscle Hypotonia,122
Hyperesthesia,Fetal Macrosomia,24
Hyperesthesia,Overweight,63
Hyperesthesia,Orthostatic Intolerance,9
Hyperesthesia,Vomiting,200
Hyperesthesia,Prosopagnosia,10
Hyperesthesia,Cyanosis,103
Hyperesthesia,Pseudophakia,18
Hyperesthesia,Agnosia,62
Hyperesthesia,Hypesthesia,194
Hyperesthesia,Virilism,25
Hyperesthesia,Tremor,134
Hyperesthesia,"Diarrhea, Infantile",55
Hyperesthesia,Vertigo,161
Hyperesthesia,Colic,79
Hyperesthesia,Ageusia,34
Hyperesthesia,Dysarthria,96
Hyperesthesia,Sweating Sickness,1
Hyperesthesia,"Amnesia, Transient Global",16
Hyperesthesia,Abdominal Pain,171
Hyperesthesia,Primary Progressive Nonfluent Aphasia,0
Hyperesthesia,Neurologic Manifestations,178
Hyperesthesia,Hemianopsia,91
Hyperesthesia,Weight Loss,164
Hyperesthesia,"Reflex, Babinski",34
Hyperesthesia,Hyperkinesis,80
Hyperesthesia,Agraphia,35
Hyperesthesia,Dysgeusia,43
Hyperesthesia,Hypercapnia,82
Hyperesthesia,Chest Pain,148
Hyperesthesia,Dystonia,128
Hyperesthesia,Obesity,191
Hyperesthesia,Chills,17
Hyperesthesia,Anoxia,188
Hyperesthesia,Auditory Perceptual Disorders,38
Hyperesthesia,"Syncope, Vasovagal",35
Hyperesthesia,Sensation Disorders,180
Hyperesthesia,Cough,155
Hyperesthesia,Albuminuria,74
Hyperesthesia,"Cardiac Output, High",17
Hyperesthesia,Alien Hand Syndrome,5
Hyperesthesia,Neuralgia,182
Hyperesthesia,Pelvic Pain,86
Hyperesthesia,Muscle Rigidity,100
Hyperesthesia,Decerebrate State,64
Hyperesthesia,"Ophthalmoplegia, Chronic Progressive External",17
Hyperesthesia,Usher Syndromes,3
Hyperesthesia,"Urinary Bladder, Overactive",32
Hyperesthesia,Presbycusis,20
Hyperesthesia,Cafe-au-Lait Spots,12
Hyperesthesia,Fetal Hypoxia,41
Hyperesthesia,Intermittent Claudication,103
Hyperesthesia,Phantom Limb,73
Hyperesthesia,Toothache,64
Hyperesthesia,Gastroparesis,35
Hyperesthesia,Striae Distensae,4
Hyperesthesia,Spasm,175
Hyperesthesia,"Aphasia, Broca",40
Hyperesthesia,Tonic Pupil,16
Hyperesthesia,Flushing,66
Hyperesthesia,Morning Sickness,1
Hyperesthesia,Paresthesia,214
Hyperesthesia,Learning Disorders,82
Hyperesthesia,Speech Disorders,122
Hyperesthesia,"Apraxia, Ideomotor",14
Hyperesthesia,Voice Disorders,97
Hyperesthesia,Thinness,54
Hyperesthesia,"Hearing Loss, Sensorineural",150
Hyperesthesia,Muscle Cramp,114
Hyperesthesia,Polyuria,61
Hyperesthesia,Aphonia,31
Hyperesthesia,Eructation,15
Hyperesthesia,"Urinary Incontinence, Stress",60
Hyperesthesia,"Purpura, Hyperglobulinemic",17
Hyperesthesia,Headache,227
Hyperesthesia,"Hearing Loss, Central",33
Hyperesthesia,Muscle Hypertonia,68
Hyperesthesia,Ecchymosis,85
Hyperesthesia,Angina Pectoris,136
Hyperesthesia,Tinnitus,126
Hyperesthesia,Torticollis,108
Hyperesthesia,Persistent Vegetative State,36
Hyperesthesia,Bulimia,46
Hyperesthesia,Hallucinations,123
Hyperesthesia,Stuttering,34
Hyperesthesia,Mouth Breathing,23
Hyperesthesia,Hearing Loss,123
Hyperesthesia,Hiccup,53
Hyperesthesia,Anorexia,91
Hyperesthesia,"Hearing Loss, Sudden",63
Hyperesthesia,Respiratory Aspiration,20
Hyperesthesia,Hemoglobinuria,37
Hyperesthesia,"Amnesia, Anterograde",12
Hyperesthesia,Weight Gain,113
Hyperesthesia,Facial Pain,139
Hyperesthesia,Hypoventilation,54
Hyperesthesia,Shoulder Pain,94
Hyperesthesia,Memory Disorders,137
Hyperesthesia,Livedo Reticularis,15
Hyperesthesia,Mobility Limitation,61
Hyperesthesia,Hemiplegia,181
Hyperesthesia,Hearing Disorders,137
Hyperesthesia,Glossalgia,33
Hyperesthesia,Eye Manifestations,119
Hyperesthesia,Paralysis,218
Hyperesthesia,Quadriplegia,175
Hyperesthesia,Miosis,26
Hyperesthesia,Renal Colic,2
Hyperesthesia,Acute Coronary Syndrome,49
Hyperesthesia,Labor Pain,6
Hyperesthesia,"Hearing Loss, Functional",9
Hyperesthesia,Eye Hemorrhage,42
Hyperesthesia,Paraparesis,75
Hyperesthesia,Gait Apraxia,15
Hyperesthesia,"Vision, Low",78
Hyperesthesia,"Angina Pectoris, Variant",29
Hyperesthesia,"Obesity, Morbid",107
Hyperesthesia,"Paraparesis, Spastic",35
Hyperesthesia,Hemoptysis,93
Hyperesthesia,Psychomotor Agitation,89
Hyperesthesia,Pseudobulbar Palsy,12
Hyperesthesia,Somatosensory Disorders,103
Hyperesthesia,Oliguria,42
Hyperesthesia,Anomia,30
Hyperesthesia,"Purpura, Thrombocytopenic, Idiopathic",72
Hyperesthesia,Edema,240
Hyperesthesia,Slit Ventricle Syndrome,1
Hyperesthesia,Flank Pain,26
Hyperesthesia,Necrolytic Migratory Erythema,2
Hyperesthesia,Fetal Distress,41
Hyperesthesia,"Pain, Postoperative",153
Hyperesthesia,Neurobehavioral Manifestations,11
Hyperesthesia,Emaciation,40
Hyperesthesia,Muscle Weakness,202
Hyperesthesia,Seizures,201
Hyperesthesia,"Neuralgia, Postherpetic",32
Hyperesthesia,Skin Manifestations,121
Hyperesthesia,Urinary Incontinence,137
Hyperesthesia,Tetany,79
Hyperesthesia,Eye Pain,13
Hyperesthesia,Apnea,101
Hyperesthesia,Asthenia,107
Hyperesthesia,Hyperoxia,34
Hyperesthesia,Illusions,53
Hyperesthesia,Syncope,136
Hyperesthesia,Cerebrospinal Fluid Otorrhea,42
Hyperesthesia,Diarrhea,178
Hyperesthesia,Neck Pain,133
Hyperesthesia,Photophobia,53
Hyperesthesia,"Purpura, Schoenlein-Henoch",78
Hyperesthesia,Hoarseness,75
Hyperesthesia,Chorea,102
Hyperesthesia,Olfaction Disorders,84
Hyperesthesia,Hydrops Fetalis,29
Hyperesthesia,Cerebrospinal Fluid Rhinorrhea,65
Hyperesthesia,Myoclonus,127
Hyperesthesia,Athetosis,72
Hyperesthesia,"Purpura, Thrombocytopenic",74
Hyperesthesia,Deaf-Blind Disorders,2
Hyperesthesia,Fever of Unknown Origin,111
Hyperesthesia,Gagging,25
Hyperesthesia,Myokymia,22
Hyperesthesia,Psychophysiologic Disorders,183
Hyperesthesia,Myotonia,50
Hyperesthesia,Cerebellar Ataxia,109
Hyperesthesia,Reticulocytosis,3
Hyperesthesia,"Amnesia, Retrograde",34
Hyperesthesia,Pupil Disorders,60
Hyperesthesia,Gait Ataxia,49
Hyperesthesia,Hyperphagia,44
Hyperesthesia,Hypergammaglobulinemia,96
Hyperesthesia,Aphasia,105
Hyperesthesia,Muscular Atrophy,157
Hyperesthesia,Mental Retardation,166
Hyperesthesia,Oral Hemorrhage,50
Hyperesthesia,Coma,156
Hyperesthesia,Blindness,167
Hyperesthesia,"Blindness, Cortical",40
Hyperesthesia,Hyperacusis,25
Hyperesthesia,Trismus,80
Hyperesthesia,Birth Weight,122
Hyperesthesia,Space Motion Sickness,1
Hyperesthesia,Consciousness Disorders,108
Hyperesthesia,Language Development Disorders,42
Hyperesthesia,Sleep Deprivation,73
Hyperesthesia,Infantile Apparent Life-Threatening Event,0
Hyperesthesia,Piriformis Muscle Syndrome,3
Hyperesthesia,Fetal Weight,13
Hyperesthesia,Hypocapnia,27
Hyperesthesia,Ophthalmoplegia,159
Hyperesthesia,Purpura,125
Hyperesthesia,Korsakoff Syndrome,18
Hyperesthesia,"Aphasia, Conduction",5
Hyperesthesia,"Abdomen, Acute",117
Hyperesthesia,Delirium,89
Hyperesthesia,Dizziness,185
Hyperesthesia,Fasciculation,60
Hyperesthesia,Urinoma,5
Hyperesthesia,Hypothermia,99
Hyperesthesia,Metatarsalgia,9
Hyperesthesia,Amblyopia,64
Hyperesthesia,Prostatism,10
Hyperesthesia,"Cardiac Output, Low",63
Hyperesthesia,"Alexia, Pure",9
Hyperesthesia,Deafness,155
Hyperesthesia,Heartburn,40
Hyperesthesia,Halitosis,29
Hyperesthesia,Motion Sickness,35
Hyperesthesia,Hemifacial Spasm,42
Hyperesthesia,"Purpura, Thrombotic Thrombocytopenic",60
Hyperesthesia,Encopresis,21
Hyperesthesia,Catatonia,55
Hyperesthesia,Ataxia,145
Hyperesthesia,Hypercalciuria,14
Hyperesthesia,Perceptual Disorders,106
Hyperesthesia,Snoring,54
Hyperesthesia,"Pain, Intractable",150
Hyperesthesia,Apraxias,72
Hyperesthesia,"Aphasia, Wernicke",32
Hyperesthesia,Taste Disorders,83
Hyperesthesia,Articulation Disorders,34
Hyperesthesia,Feminization,9
Hyperesthesia,Dyslexia,44
Hyperesthesia,Coprophagia,7
Hyperesthesia,Sleep Disorders,158
Hyperesthesia,Hot Flashes,35
Hyperesthesia,Aerophagy,17
Hyperesthesia,Paresis,164
Hyperesthesia,"Dyslexia, Acquired",33
Hyperesthesia,Dysphonia,22
Hyperesthesia,"Pain, Referred",36
Hyperesthesia,Dysmenorrhea,56
Hyperesthesia,Sneezing,32
Hyperesthesia,Mutism,49
Hyperesthesia,Proteinuria,129
Hyperesthesia,Stupor,6
Hyperesthesia,Hirsutism,48
Hyperesthesia,Oral Manifestations,69
Hyperesthesia,Body Weight,225
Hyperesthesia,"Akathisia, Drug-Induced",45
Hyperesthesia,Nocturia,16
Hyperesthesia,Lethargy,23
Hyperesthesia,Pallor,30
Hyperesthesia,Dyspepsia,93
Hyperesthesia,"Hearing Loss, Noise-Induced",50
Hyperesthesia,Facial Paralysis,167
Hyperesthesia,Tics,19
Hyperesthesia,Gerstmann Syndrome,18
Hyperesthesia,Respiratory Sounds,84
Hyperesthesia,Pain,272
Hyperesthesia,Confusion,120
Hyperesthesia,"Hearing Loss, Conductive",67
Hyperesthesia,Meningism,40
Hyperesthesia,Flatulence,36
Hyperesthesia,Paraplegia,170
Hyperesthesia,Systolic Murmurs,5
Hyperesthesia,Brown-Sequard Syndrome,38
Hyperesthesia,Hyperalgesia,137
Hyperesthesia,Fatigue,173
Hyperesthesia,Hypokinesia,49
Hyperesthesia,"Urinary Bladder, Neurogenic",103
Hyperesthesia,Arthralgia,129
Hyperesthesia,Hematemesis,67
Hyperesthesia,"Reflex, Abnormal",183
Hyperesthesia,Language Disorders,62
Hyperesthesia,Nausea,186
Hyperesthesia,"Aphasia, Primary Progressive",3
Hyperesthesia,Dyskinesias,65
Hyperesthesia,Postoperative Nausea and Vomiting,30
Hyperesthesia,Diplopia,138
Hyperesthesia,"Urinary Incontinence, Urge",13
Hyperesthesia,Heart Murmurs,48
Hyperesthesia,Respiratory Paralysis,75
Hyperesthesia,"Hearing Loss, Bilateral",73
Hyperesthesia,Fever,206
Hyperesthesia,"Hearing Loss, High-Frequency",42
Hyperesthesia,"Hearing Loss, Mixed Conductive-Sensorineural",14
Hyperesthesia,Vision Disorders,196
Hyperesthesia,Catalepsy,33
Hyperesthesia,Scotoma,69
Hyperesthesia,Horner Syndrome,105
Hyperesthesia,Earache,55
Hyperesthesia,Communication Disorders,28
Hyperesthesia,Constipation,137
Hyperesthesia,Amaurosis Fugax,26
Hyperesthesia,Sarcopenia,8
Hyperesthesia,Echolalia,6
Hyperesthesia,"Angina, Unstable",73
Hyperesthesia,Hyperventilation,99
Hyperesthesia,Cachexia,80
Hyperesthesia,Mental Fatigue,38
Hyperesthesia,Color Vision Defects,62
Hyperesthesia,"Gait Disorders, Neurologic",123
Hyperesthesia,Dysuria,14
Hyperesthesia,Sciatica,121
Hyperesthesia,Body Weight Changes,0
Hyperesthesia,Low Back Pain,151
Hyperesthesia,Synkinesis,9
Hyperesthesia,Dyspnea,161
"Edema, Cardiac",Hyperesthesia,17
"Edema, Cardiac",Pruritus,55
"Edema, Cardiac",Unconsciousness,57
"Edema, Cardiac","Vomiting, Anticipatory",6
"Edema, Cardiac",Back Pain,61
"Edema, Cardiac","Dyspnea, Paroxysmal",32
"Edema, Cardiac","Jaundice, Obstructive",22
"Edema, Cardiac",Vocal Cord Paralysis,49
"Edema, Cardiac",Anisocoria,3
"Edema, Cardiac",Amnesia,29
"Edema, Cardiac","Aging, Premature",12
"Edema, Cardiac",Purpura Fulminans,9
"Edema, Cardiac","Hearing Loss, Unilateral",3
"Edema, Cardiac",Jaundice,68
"Edema, Cardiac",Tinea Pedis,11
"Edema, Cardiac",Waterhouse-Friderichsen Syndrome,21
"Edema, Cardiac",Cheyne-Stokes Respiration,22
"Edema, Cardiac",Susac Syndrome,0
"Edema, Cardiac",Muscle Spasticity,34
"Edema, Cardiac",Hyperemesis Gravidarum,18
"Edema, Cardiac",Psychomotor Disorders,35
"Edema, Cardiac","Supranuclear Palsy, Progressive",8
"Edema, Cardiac",Muscle Hypotonia,51
"Edema, Cardiac",Fetal Macrosomia,16
"Edema, Cardiac",Overweight,39
"Edema, Cardiac",Orthostatic Intolerance,5
"Edema, Cardiac",Vomiting,92
"Edema, Cardiac",Prosopagnosia,1
"Edema, Cardiac",Cyanosis,89
"Edema, Cardiac",Pseudophakia,5
"Edema, Cardiac",Agnosia,13
"Edema, Cardiac",Hypesthesia,41
"Edema, Cardiac",Virilism,17
"Edema, Cardiac",Tremor,43
"Edema, Cardiac","Diarrhea, Infantile",31
"Edema, Cardiac",Vertigo,58
"Edema, Cardiac",Colic,39
"Edema, Cardiac",Ageusia,11
"Edema, Cardiac",Dysarthria,25
"Edema, Cardiac",Sweating Sickness,0
"Edema, Cardiac","Amnesia, Transient Global",5
"Edema, Cardiac",Abdominal Pain,92
"Edema, Cardiac",Primary Progressive Nonfluent Aphasia,0
"Edema, Cardiac",Neurologic Manifestations,76
"Edema, Cardiac",Hemianopsia,37
"Edema, Cardiac",Weight Loss,85
"Edema, Cardiac","Reflex, Babinski",4
"Edema, Cardiac",Hyperkinesis,24
"Edema, Cardiac",Agraphia,6
"Edema, Cardiac",Dysgeusia,10
"Edema, Cardiac",Hypercapnia,63
"Edema, Cardiac",Chest Pain,97
"Edema, Cardiac",Dystonia,26
"Edema, Cardiac",Obesity,108
"Edema, Cardiac",Chills,11
"Edema, Cardiac",Anoxia,111
"Edema, Cardiac",Auditory Perceptual Disorders,7
"Edema, Cardiac","Syncope, Vasovagal",26
